District,Crop,Soil Type
Erode,Green Gram,"Red Loamy, Black"
Erode,Gingelly,"Red Loamy, Black"
Erode,Red Gram,"Red Loamy, Black"
Erode,Turmeric,"Red Loamy, Black"
Erode,Maize,"Red Loamy, Black"
Erode,Banana,"Red Loamy, Black"
Erode,Onion,"Red Loamy, Black"
Erode,Castor,"Red Loamy, Black"
Erode,Tobacco,"Red Loamy, Black"
Erode,Guava,"Red Loamy, Black"
Erode,Guards,"Red Loamy, Black"
Erode,Tomato,"Red Loamy, Black"
Erode,Tea,"Red Loamy, Black"
Erode,Coffee,"Red Loamy, Black"
Erode,Coconut,"Red Loamy, Black"
Erode,Gloriosa,"Red Loamy, Black"
Erode,Flowers,"Red Loamy, Black"
Erode,Tapioca,"Red Loamy, Black"
Erode,Jasmine,"Red Loamy, Black"
Erode,Rose,"Red Loamy, Black"
Erode,Vegetables,"Red Loamy, Black"
Coimbatore,Sorghum,"Red Loamy, Black"
Coimbatore,Pulses,"Red Loamy, Black"
Coimbatore,Groundnut,"Red Loamy, Black"
Coimbatore,Rice,"Red Loamy, Black"
Coimbatore,Millets,"Red Loamy, Black"
Coimbatore,Cumbu,"Red Loamy, Black"
Coimbatore,Cotton,"Red Loamy, Black"
Coimbatore,Sugarcane,"Red Loamy, Black"
Coimbatore,Ragi,"Red Loamy, Black"
Coimbatore,Black Gram,"Red Loamy, Black"
Coimbatore,Sunflower,"Red Loamy, Black"
Coimbatore,Green Gram,"Red Loamy, Black"
Coimbatore,Gingelly,"Red Loamy, Black"
Coimbatore,Red Gram,"Red Loamy, Black"
Coimbatore,Turmeric,"Red Loamy, Black"
Coimbatore,Maize,"Red Loamy, Black"
Coimbatore,Banana,"Red Loamy, Black"
Coimbatore,Onion,"Red Loamy, Black"
Coimbatore,Castor,"Red Loamy, Black"
Coimbatore,Tobacco,"Red Loamy, Black"
Coimbatore,Guava,"Red Loamy, Black"
Coimbatore,Guards,"Red Loamy, Black"
Coimbatore,Tomato,"Red Loamy, Black"
Coimbatore,Tea,"Red Loamy, Black"
Coimbatore,Coffee,"Red Loamy, Black"
Coimbatore,Coconut,"Red Loamy, Black"
Coimbatore,Gloriosa,"Red Loamy, Black"
Coimbatore,Flowers,"Red Loamy, Black"
Coimbatore,Tapioca,"Red Loamy, Black"
Coimbatore,Jasmine,"Red Loamy, Black"
Coimbatore,Rose,"Red Loamy, Black"
Coimbatore,Vegetables,"Red Loamy, Black"
Karur,Sorghum,"Red Loamy, Black"
Karur,Pulses,"Red Loamy, Black"
Karur,Groundnut,"Red Loamy, Black"
Karur,Rice,"Red Loamy, Black"
Karur,Millets,"Red Loamy, Black"
Karur,Cumbu,"Red Loamy, Black"
Karur,Cotton,"Red Loamy, Black"
Karur,Sugarcane,"Red Loamy, Black"
Karur,Ragi,"Red Loamy, Black"
Karur,Black Gram,"Red Loamy, Black"
Karur,Sunflower,"Red Loamy, Black"
Karur,Green Gram,"Red Loamy, Black"
Karur,Gingelly,"Red Loamy, Black"
Karur,Red Gram,"Red Loamy, Black"
Karur,Turmeric,"Red Loamy, Black"
Karur,Maize,"Red Loamy, Black"
Karur,Banana,"Red Loamy, Black"
Karur,Onion,"Red Loamy, Black"
Karur,Castor,"Red Loamy, Black"
Karur,Tobacco,"Red Loamy, Black"
Karur,Guava,"Red Loamy, Black"
Karur,Guards,"Red Loamy, Black"
Karur,Tomato,"Red Loamy, Black"
Karur,Tea,"Red Loamy, Black"
Karur,Coffee,"Red Loamy, Black"
Karur,Coconut,"Red Loamy, Black"
Karur,Gloriosa,"Red Loamy, Black"
Karur,Flowers,"Red Loamy, Black"
Karur,Tapioca,"Red Loamy, Black"
Karur,Jasmine,"Red Loamy, Black"
Karur,Rose,"Red Loamy, Black"
Karur,Vegetables,"Red Loamy, Black"
Namakkal,Sorghum,"Non Calcareous Red, Non Calcareous Brown, Calcareous Black"
Namakkal,Pulses,"Non Calcareous Red, Non Calcareous Brown, Calcareous Black"
Namakkal,Groundnut,"Non Calcareous Red, Non Calcareous Brown, Calcareous Black"
Namakkal,Rice,"Non Calcareous Red, Non Calcareous Brown, Calcareous Black"
Namakkal,Millets,"Non Calcareous Red, Non Calcareous Brown, Calcareous Black"
Namakkal,Cumbu,"Non Calcareous Red, Non Calcareous Brown, Calcareous Black"
Namakkal,Cotton,"Non Calcareous Red, Non Calcareous Brown, Calcareous Black"
Namakkal,Sugarcane,"Non Calcareous Red, Non Calcareous Brown, Calcareous Black"
Namakkal,Ragi,"Non Calcareous Red, Non Calcareous Brown, Calcareous Black"
Namakkal,Black Gram,"Non Calcareous Red, Non Calcareous Brown, Calcareous Black"
Namakkal,Sunflower,"Non Calcareous Red, Non Calcareous Brown, Calcareous Black"
Namakkal,Green Gram,"Non Calcareous Red, Non Calcareous Brown, Calcareous Black"
Namakkal,Gingelly,"Non Calcareous Red, Non Calcareous Brown, Calcareous Black"
Namakkal,Red Gram,"Non Calcareous Red, Non Calcareous Brown, Calcareous Black"
Namakkal,Turmeric,"Non Calcareous Red, Non Calcareous Brown, Calcareous Black"
Namakkal,Maize,"Non Calcareous Red, Non Calcareous Brown, Calcareous Black"
Namakkal,Banana,"Non Calcareous Red, Non Calcareous Brown, Calcareous Black"
Namakkal,Onion,"Non Calcareous Red, Non Calcareous Brown, Calcareous Black"
Namakkal,Castor,"Non Calcareous Red, Non Calcareous Brown, Calcareous Black"
Namakkal,Tobacco,"Non Calcareous Red, Non Calcareous Brown, Calcareous Black"
Namakkal,Guava,"Non Calcareous Red, Non Calcareous Brown, Calcareous Black"
Namakkal,Guards,"Non Calcareous Red, Non Calcareous Brown, Calcareous Black"
Namakkal,Tomato,"Non Calcareous Red, Non Calcareous Brown, Calcareous Black"
Namakkal,Tea,"Non Calcareous Red, Non Calcareous Brown, Calcareous Black"
Namakkal,Coffee,"Non Calcareous Red, Non Calcareous Brown, Calcareous Black"
Namakkal,Coconut,"Non Calcareous Red, Non Calcareous Brown, Calcareous Black"
Namakkal,Gloriosa,"Non Calcareous Red, Non Calcareous Brown, Calcareous Black"
Namakkal,Flowers,"Non Calcareous Red, Non Calcareous Brown, Calcareous Black"
Namakkal,Tapioca,"Non Calcareous Red, Non Calcareous Brown, Calcareous Black"
Namakkal,Jasmine,"Non Calcareous Red, Non Calcareous Brown, Calcareous Black"
Namakkal,Rose,"Non Calcareous Red, Non Calcareous Brown, Calcareous Black"
Namakkal,Vegetables,"Non Calcareous Red, Non Calcareous Brown, Calcareous Black"
Dindigul,Sorghum,"Red Loamy, Black"
Dindigul,Pulses,"Red Loamy, Black"
Dindigul,Groundnut,"Red Loamy, Black"
Dindigul,Rice,"Red Loamy, Black"
Dindigul,Millets,"Red Loamy, Black"
Dindigul,Cumbu,"Red Loamy, Black"
Dindigul,Cotton,"Red Loamy, Black"
Dindigul,Sugarcane,"Red Loamy, Black"
Dindigul,Ragi,"Red Loamy, Black"
Dindigul,Black Gram,"Red Loamy, Black"
Dindigul,Sunflower,"Red Loamy, Black"
Dindigul,Green Gram,"Red Loamy, Black"
Dindigul,Gingelly,"Red Loamy, Black"
Dindigul,Red Gram,"Red Loamy, Black"
Dindigul,Turmeric,"Red Loamy, Black"
Dindigul,Maize,"Red Loamy, Black"
Dindigul,Banana,"Red Loamy, Black"
Dindigul,Onion,"Red Loamy, Black"
Dindigul,Castor,"Red Loamy, Black"
Dindigul,Tobacco,"Red Loamy, Black"
Dindigul,Guava,"Red Loamy, Black"
Dindigul,Guards,"Red Loamy, Black"
Dindigul,Tomato,"Red Loamy, Black"
Dindigul,Tea,"Red Loamy, Black"
Dindigul,Coffee,"Red Loamy, Black"
Dindigul,Coconut,"Red Loamy, Black"
Dindigul,Gloriosa,"Red Loamy, Black"
Dindigul,Flowers,"Red Loamy, Black"
Dindigul,Tapioca,"Red Loamy, Black"
Dindigul,Jasmine,"Red Loamy, Black"
Dindigul,Rose,"Red Loamy, Black"
Dindigul,Vegetables,"Red Loamy, Black"
Theni,Sorghum,"Red Loamy, Black"
Theni,Pulses,"Red Loamy, Black"
Theni,Groundnut,"Red Loamy, Black"
Theni,Rice,"Red Loamy, Black"
Theni,Millets,"Red Loamy, Black"
Theni,Cumbu,"Red Loamy, Black"
Theni,Cotton,"Red Loamy, Black"
Theni,Sugarcane,"Red Loamy, Black"
Theni,Ragi,"Red Loamy, Black"
Theni,Black Gram,"Red Loamy, Black"
Theni,Sunflower,"Red Loamy, Black"
Theni,Green Gram,"Red Loamy, Black"
Theni,Gingelly,"Red Loamy, Black"
Theni,Red Gram,"Red Loamy, Black"
Theni,Turmeric,"Red Loamy, Black"
Theni,Maize,"Red Loamy, Black"
Theni,Banana,"Red Loamy, Black"
Theni,Onion,"Red Loamy, Black"
Theni,Castor,"Red Loamy, Black"
Theni,Tobacco,"Red Loamy, Black"
Theni,Guava,"Red Loamy, Black"
Theni,Guards,"Red Loamy, Black"
Theni,Tomato,"Red Loamy, Black"
Theni,Tea,"Red Loamy, Black"
Theni,Coffee,"Red Loamy, Black"
Theni,Coconut,"Red Loamy, Black"
Theni,Gloriosa,"Red Loamy, Black"
Theni,Flowers,"Red Loamy, Black"
Theni,Tapioca,"Red Loamy, Black"
Theni,Jasmine,"Red Loamy, Black"
Theni,Rose,"Red Loamy, Black"
Theni,Vegetables,"Red Loamy, Black"
Trichy,Rice,"Red Loamy, Alluvium"
Trichy,Cumbu,"Red Loamy, Alluvium"
Trichy,Maize,"Red Loamy, Alluvium"
Trichy,Cholam,"Red Loamy, Alluvium"
Trichy,Ragi,"Red Loamy, Alluvium"
Trichy,Black Gram,"Red Loamy, Alluvium"
Trichy,Green Gram,"Red Loamy, Alluvium"
Trichy,Coconut,"Red Loamy, Alluvium"
Trichy,Gingelly,"Red Loamy, Alluvium"
Trichy,Castor,"Red Loamy, Alluvium"
Trichy,Groundnut,"Red Loamy, Alluvium"
Trichy,Banana,"Red Loamy, Alluvium"
Trichy,Onion,"Red Loamy, Alluvium"
Trichy,Cashew,"Red Loamy, Alluvium"
Trichy,Betel vine,"Red Loamy, Alluvium"
Trichy,Citrus,"Red Loamy, Alluvium"
Trichy,Jack,"Red Loamy, Alluvium"
Trichy,Vegetables,"Red Loamy, Alluvium"
Perambalur,Rice,"Red Loamy, Black"
Perambalur,Cumbu,"Red Loamy, Black"
Perambalur,Maize,"Red Loamy, Black"
Perambalur,Cholam,"Red Loamy, Black"
Perambalur,Ragi,"Red Loamy, Black"
Perambalur,Black Gram,"Red Loamy, Black"
Perambalur,Green Gram,"Red Loamy, Black"
Perambalur,Coconut,"Red Loamy, Black"
Perambalur,Gingelly,"Red Loamy, Black"
Perambalur,Castor,"Red Loamy, Black"
Perambalur,Groundnut,"Red Loamy, Black"
Perambalur,Banana,"Red Loamy, Black"
Perambalur,Onion,"Red Loamy, Black"
Perambalur,Cashew,"Red Loamy, Black"
Perambalur,Betel vine,"Red Loamy, Black"
Perambalur,Citrus,"Red Loamy, Black"
Perambalur,Jack,"Red Loamy, Black"
Perambalur,Vegetables,"Red Loamy, Black"
Pudukkottai,Rice,"Red Loamy, Alluvium"
Pudukkottai,Cumbu,"Red Loamy, Alluvium"
Pudukkottai,Maize,"Red Loamy, Alluvium"
Pudukkottai,Cholam,"Red Loamy, Alluvium"
Pudukkottai,Ragi,"Red Loamy, Alluvium"
Pudukkottai,Black Gram,"Red Loamy, Alluvium"
Pudukkottai,Green Gram,"Red Loamy, Alluvium"
Pudukkottai,Coconut,"Red Loamy, Alluvium"
Pudukkottai,Gingelly,"Red Loamy, Alluvium"
Pudukkottai,Castor,"Red Loamy, Alluvium"
Pudukkottai,Groundnut,"Red Loamy, Alluvium"
Pudukkottai,Banana,"Red Loamy, Alluvium"
Pudukkottai,Onion,"Red Loamy, Alluvium"
Pudukkottai,Cashew,"Red Loamy, Alluvium"
Pudukkottai,Betel vine,"Red Loamy, Alluvium"
Pudukkottai,Citrus,"Red Loamy, Alluvium"
Pudukkottai,Jack,"Red Loamy, Alluvium"
Pudukkottai,Vegetables,"Red Loamy, Alluvium"
Thanjavur,Rice,"Red Loamy, Alluvium"
Thanjavur,Cumbu,"Red Loamy, Alluvium"
Thanjavur,Maize,"Red Loamy, Alluvium"
Thanjavur,Cholam,"Red Loamy, Alluvium"
Thanjavur,Ragi,"Red Loamy, Alluvium"
Thanjavur,Black Gram,"Red Loamy, Alluvium"
Thanjavur,Green Gram,"Red Loamy, Alluvium"
Thanjavur,Coconut,"Red Loamy, Alluvium"
Thanjavur,Gingelly,"Red Loamy, Alluvium"
Thanjavur,Castor,"Red Loamy, Alluvium"
Thanjavur,Groundnut,"Red Loamy, Alluvium"
Thanjavur,Banana,"Red Loamy, Alluvium"
Thanjavur,Onion,"Red Loamy, Alluvium"
Thanjavur,Cashew,"Red Loamy, Alluvium"
Thanjavur,Betel vine,"Red Loamy, Alluvium"
Thanjavur,Citrus,"Red Loamy, Alluvium"
Thanjavur,Jack,"Red Loamy, Alluvium"
Thanjavur,Vegetables,"Red Loamy, Alluvium"
Nagapattinam,Rice,"Red Loamy, Alluvium"
Nagapattinam,Cumbu,"Red Loamy, Alluvium"
Nagapattinam,Maize,"Red Loamy, Alluvium"
Nagapattinam,Cholam,"Red Loamy, Alluvium"
Nagapattinam,Ragi,"Red Loamy, Alluvium"
Nagapattinam,Black Gram,"Red Loamy, Alluvium"
Nagapattinam,Green Gram,"Red Loamy, Alluvium"
Nagapattinam,Coconut,"Red Loamy, Alluvium"
Nagapattinam,Gingelly,"Red Loamy, Alluvium"
Nagapattinam,Castor,"Red Loamy, Alluvium"
Nagapattinam,Groundnut,"Red Loamy, Alluvium"
Nagapattinam,Banana,"Red Loamy, Alluvium"
Nagapattinam,Onion,"Red Loamy, Alluvium"
Nagapattinam,Cashew,"Red Loamy, Alluvium"
Nagapattinam,Betel vine,"Red Loamy, Alluvium"
Nagapattinam,Citrus,"Red Loamy, Alluvium"
Nagapattinam,Jack,"Red Loamy, Alluvium"
Nagapattinam,Vegetables,"Red Loamy, Alluvium"
Mayiladuthurai,Rice,"Red Loamy, Alluvium"
Mayiladuthurai,Cumbu,"Red Loamy, Alluvium"
Mayiladuthurai,Maize,"Red Loamy, Alluvium"
Mayiladuthurai,Cholam,"Red Loamy, Alluvium"
Mayiladuthurai,Ragi,"Red Loamy, Alluvium"
Mayiladuthurai,Black Gram,"Red Loamy, Alluvium"
Mayiladuthurai,Green Gram,"Red Loamy, Alluvium"
Mayiladuthurai,Coconut,"Red Loamy, Alluvium"
Mayiladuthurai,Gingelly,"Red Loamy, Alluvium"
Mayiladuthurai,Castor,"Red Loamy, Alluvium"
Mayiladuthurai,Groundnut,"Red Loamy, Alluvium"
Mayiladuthurai,Banana,"Red Loamy, Alluvium"
Mayiladuthurai,Onion,"Red Loamy, Alluvium"
Mayiladuthurai,Cashew,"Red Loamy, Alluvium"
Mayiladuthurai,Betel vine,"Red Loamy, Alluvium"
Mayiladuthurai,Citrus,"Red Loamy, Alluvium"
Mayiladuthurai,Jack,"Red Loamy, Alluvium"
Mayiladuthurai,Vegetables,"Red Loamy, Alluvium"
Tiruvarur,Rice,"Red Loamy, Alluvium"
Tiruvarur,Cumbu,"Red Loamy, Alluvium"
Tiruvarur,Maize,"Red Loamy, Alluvium"
Tiruvarur,Cholam,"Red Loamy, Alluvium"
Tiruvarur,Ragi,"Red Loamy, Alluvium"
Tiruvarur,Black Gram,"Red Loamy, Alluvium"
Tiruvarur,Green Gram,"Red Loamy, Alluvium"
Tiruvarur,Coconut,"Red Loamy, Alluvium"
Tiruvarur,Gingelly,"Red Loamy, Alluvium"
Tiruvarur,Castor,"Red Loamy, Alluvium"
Tiruvarur,Groundnut,"Red Loamy, Alluvium"
Tiruvarur,Banana,"Red Loamy, Alluvium"
Tiruvarur,Onion,"Red Loamy, Alluvium"
Tiruvarur,Cashew,"Red Loamy, Alluvium"
Tiruvarur,Betel vine,"Red Loamy, Alluvium"
Tiruvarur,Citrus,"Red Loamy, Alluvium"
Tiruvarur,Jack,"Red Loamy, Alluvium"
Tiruvarur,Vegetables,"Red Loamy, Alluvium"
Cuddalore,Rice,"Red Sandy Loam, Clay Loam, Saline Coastal Alluvium"
Cuddalore,Cumbu,"Red Sandy Loam, Clay Loam, Saline Coastal Alluvium"
Cuddalore,Maize,"Red Sandy Loam, Clay Loam, Saline Coastal Alluvium"
Cuddalore,Cholam,"Red Sandy Loam, Clay Loam, Saline Coastal Alluvium"
Cuddalore,Ragi,"Red Sandy Loam, Clay Loam, Saline Coastal Alluvium"
Cuddalore,Black Gram,"Red Sandy Loam, Clay Loam, Saline Coastal Alluvium"
Cuddalore,Green Gram,"Red Sandy Loam, Clay Loam, Saline Coastal Alluvium"
Cuddalore,Coconut,"Red Sandy Loam, Clay Loam, Saline Coastal Alluvium"
Cuddalore,Gingelly,"Red Sandy Loam, Clay Loam, Saline Coastal Alluvium"
Cuddalore,Castor,"Red Sandy Loam, Clay Loam, Saline Coastal Alluvium"
Cuddalore,Groundnut,"Red Sandy Loam, Clay Loam, Saline Coastal Alluvium"
Cuddalore,Banana,"Red Sandy Loam, Clay Loam, Saline Coastal Alluvium"
Cuddalore,Onion,"Red Sandy Loam, Clay Loam, Saline Coastal Alluvium"
Cuddalore,Cashew,"Red Sandy Loam, Clay Loam, Saline Coastal Alluvium"
Cuddalore,Betel vine,"Red Sandy Loam, Clay Loam, Saline Coastal Alluvium"
Cuddalore,Citrus,"Red Sandy Loam, Clay Loam, Saline Coastal Alluvium"
Cuddalore,Jack,"Red Sandy Loam, Clay Loam, Saline Coastal Alluvium"
Cuddalore,Vegetables,"Red Sandy Loam, Clay Loam, Saline Coastal Alluvium"
Madurai,Rice,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Madurai,Maize,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Madurai,Cumbu,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Madurai,Cholam,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Madurai,Ragi,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Madurai,Black Gram,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Madurai,Greengram,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Madurai,Groundnut,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Madurai,Fodder Crops,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Madurai,Gingelly,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Madurai,Castor,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Madurai,Cotton,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Madurai,Chillies,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Madurai,Banana,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Madurai,Jasmine,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Madurai,Coriander,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Madurai,Onion,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Madurai,Lime,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Madurai,Cashew,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Madurai,Amla,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Sivagangai,Rice,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Sivagangai,Maize,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Sivagangai,Cumbu,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Sivagangai,Cholam,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Sivagangai,Ragi,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Sivagangai,Black Gram,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Sivagangai,Greengram,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Sivagangai,Groundnut,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Sivagangai,Fodder Crops,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Sivagangai,Gingelly,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Sivagangai,Castor,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Sivagangai,Cotton,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Sivagangai,Chillies,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Sivagangai,Banana,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Sivagangai,Jasmine,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Sivagangai,Coriander,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Sivagangai,Onion,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Sivagangai,Lime,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Sivagangai,Cashew,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Sivagangai,Amla,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Ramanathapuram,Rice,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Ramanathapuram,Maize,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Ramanathapuram,Cumbu,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Ramanathapuram,Cholam,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Ramanathapuram,Ragi,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Ramanathapuram,Black Gram,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Ramanathapuram,Greengram,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Ramanathapuram,Groundnut,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Ramanathapuram,Fodder Crops,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Ramanathapuram,Gingelly,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Ramanathapuram,Castor,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Ramanathapuram,Cotton,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Ramanathapuram,Chillies,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Ramanathapuram,Banana,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Ramanathapuram,Jasmine,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Ramanathapuram,Coriander,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Ramanathapuram,Onion,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Ramanathapuram,Lime,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Ramanathapuram,Cashew,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Ramanathapuram,Amla,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Virudhunagar,Rice,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Virudhunagar,Maize,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Virudhunagar,Cumbu,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Virudhunagar,Cholam,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Virudhunagar,Ragi,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Virudhunagar,Black Gram,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Virudhunagar,Greengram,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Virudhunagar,Groundnut,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Virudhunagar,Fodder Crops,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Virudhunagar,Gingelly,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Virudhunagar,Castor,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Virudhunagar,Cotton,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Virudhunagar,Chillies,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Virudhunagar,Banana,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Virudhunagar,Jasmine,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Virudhunagar,Coriander,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Virudhunagar,Onion,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Virudhunagar,Lime,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Virudhunagar,Cashew,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Virudhunagar,Amla,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Tirunelveli,Rice,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Tirunelveli,Maize,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Tirunelveli,Cumbu,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Tirunelveli,Cholam,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Tirunelveli,Ragi,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Tirunelveli,Black Gram,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Tirunelveli,Greengram,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Tirunelveli,Groundnut,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Tirunelveli,Fodder Crops,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Tirunelveli,Gingelly,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Tirunelveli,Castor,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Tirunelveli,Cotton,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Tirunelveli,Chillies,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Tirunelveli,Banana,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Tirunelveli,Jasmine,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Tirunelveli,Coriander,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Tirunelveli,Onion,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Tirunelveli,Lime,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Tirunelveli,Cashew,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Tirunelveli,Amla,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Tenkasi,Rice,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Tenkasi,Maize,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Tenkasi,Cumbu,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Tenkasi,Cholam,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Tenkasi,Ragi,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Tenkasi,Black Gram,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Tenkasi,Greengram,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Tenkasi,Groundnut,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Tenkasi,Fodder Crops,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
Tenkasi,Gingelly,"Coastal Alluvium, Black, Red Sandy Soil, Deep Red Soil"
